x_1,x_2,x_3,y
0.104,0.112,0.105,1.000
0.032,-0.039,0.011,0.000
0.239,0.235,0.242,1.000
0.017,-0.008,0.011,0.000
0.300,0.166,0.221,1.000
0.212,0.234,0.234,1.000
0.198,0.227,0.204,1.000
0.056,-0.029,0.023,0.000
0.415,0.232,0.187,1.000
0.372,0.128,0.285,1.000
0.081,-0.076,0.026,0.000
0.220,0.231,0.084,1.000
0.038,0.199,0.148,1.000
0.042,-0.003,0.009,0.000
0.354,0.138,0.196,1.000
0.140,0.248,0.181,1.000
0.222,0.174,0.145,1.000
0.248,0.112,0.259,1.000
0.059,-0.031,-0.009,0.000
0.085,-0.045,0.004,0.000
-0.051,0.065,-0.037,0.000
0.027,0.041,-0.114,0.000
0.029,0.051,0.012,0.000
0.043,0.004,-0.108,0.000
0.133,0.023,0.029,0.000
-0.061,0.014,-0.007,0.000
-0.050,0.068,0.016,0.000
0.020,0.186,0.275,1.000
0.225,0.165,0.263,1.000
-0.060,-0.008,-0.055,0.000
0.040,0.047,-0.041,0.000
0.036,-0.018,0.065,0.000
0.017,0.018,0.047,0.000
-0.089,-0.057,0.013,0.000
0.097,0.236,0.213,1.000
0.041,-0.053,-0.043,0.000
0.050,0.027,-0.062,0.000
-0.001,-0.043,0.079,0.000
0.026,-0.029,0.080,0.000
-0.022,-0.015,-0.063,0.000
0.264,0.106,0.177,1.000
0.172,0.252,0.231,1.000
-0.023,-0.030,-0.051,0.000
0.093,0.089,0.106,1.000
0.202,0.177,0.279,1.000
0.316,0.201,0.213,1.000
0.020,0.071,0.032,0.000
0.135,0.272,0.248,1.000
0.289,0.194,0.342,1.000
0.014,-0.013,0.005,0.000
-0.016,0.018,-0.018,0.000
0.186,0.229,0.215,1.000
0.285,0.179,0.251,1.000
0.049,-0.032,-0.002,0.000
0.003,0.072,-0.015,0.000
0.078,0.079,0.076,0.000
0.007,-0.011,0.006,0.000
0.112,0.138,0.138,1.000
0.289,0.260,0.224,1.000
-0.034,0.007,0.040,0.000
0.014,-0.092,0.034,0.000
-0.025,0.029,0.007,0.000
0.219,0.183,0.285,1.000
0.003,-0.090,-0.002,0.000
0.012,0.060,-0.017,0.000
0.249,0.095,0.160,1.000
-0.043,-0.038,0.030,0.000
0.001,0.032,0.075,0.000
0.005,0.064,-0.064,0.000
0.374,0.203,0.298,1.000
-0.036,-0.058,0.008,0.000
0.242,0.161,0.185,1.000
-0.011,0.079,-0.053,0.000
0.028,0.028,0.035,0.000
0.071,0.011,0.105,0.000
0.004,0.043,0.033,0.000
0.003,0.196,0.181,1.000
0.032,0.249,0.167,1.000
0.270,0.330,0.127,1.000
0.024,-0.014,-0.077,0.000
-0.085,-0.011,-0.031,0.000
0.007,-0.001,0.031,0.000
0.274,0.223,0.254,1.000
0.268,0.326,0.142,1.000
-0.069,0.068,0.027,0.000
0.282,0.110,0.148,1.000
-0.094,-0.017,-0.060,0.000
0.005,0.094,0.018,0.000
-0.021,0.026,-0.079,0.000
-0.000,0.003,0.009,0.000
0.081,-0.062,-0.057,0.000
0.350,0.241,0.149,1.000
-0.100,-0.029,-0.115,0.000
-0.018,0.045,0.027,0.000
0.073,0.064,-0.037,0.000
0.221,0.170,0.221,1.000
0.015,-0.033,-0.070,0.000
0.083,0.100,0.127,1.000
-0.001,-0.004,-0.016,0.000
0.367,0.215,0.112,1.000
0.045,-0.025,0.022,0.000
0.190,0.219,0.200,1.000
0.165,0.158,0.211,1.000
0.312,0.232,0.208,1.000
-0.000,-0.028,-0.054,0.000
0.247,0.115,0.187,1.000
0.264,0.245,0.131,1.000
0.085,0.269,0.268,1.000
0.017,0.004,-0.009,0.000
0.039,0.053,0.049,0.000
-0.014,0.104,-0.084,0.000
0.178,0.215,0.103,1.000
0.027,0.031,0.043,0.000
0.034,-0.017,0.006,0.000
0.281,0.134,0.278,1.000
0.098,0.028,-0.047,0.000
0.057,-0.002,-0.081,0.000
0.047,0.010,-0.037,0.000
0.354,0.266,0.139,1.000
-0.107,-0.013,-0.034,0.000
0.049,-0.056,0.022,0.000
0.296,0.202,0.179,1.000
0.169,0.296,0.257,1.000
0.065,-0.055,-0.006,0.000
0.004,0.005,-0.066,0.000
0.027,0.038,-0.071,0.000
-0.015,-0.021,0.079,0.000
0.190,0.267,0.170,1.000
0.319,0.248,0.222,1.000
-0.045,-0.074,-0.041,0.000
0.008,0.005,0.018,0.000
0.026,0.023,0.047,0.000
-0.038,0.311,0.229,1.000
0.229,0.144,0.188,1.000
0.247,0.266,0.134,1.000
-0.007,-0.029,-0.028,0.000
-0.059,0.064,0.026,0.000
0.142,0.113,0.278,1.000
0.217,0.282,0.196,1.000
0.054,0.207,0.193,1.000
0.188,0.172,0.234,1.000
0.123,0.182,0.166,1.000
0.108,0.125,0.007,0.000
0.033,0.053,-0.002,0.000
0.179,0.190,0.210,1.000
0.213,0.150,0.182,1.000
0.128,0.087,0.212,1.000
0.027,0.039,-0.135,0.000
0.218,0.140,0.187,1.000
0.141,0.181,0.215,1.000
0.062,0.229,0.178,1.000
0.228,0.242,0.168,1.000
-0.023,-0.031,-0.028,0.000
0.102,-0.054,0.131,0.000
0.213,0.250,0.262,1.000
0.191,0.237,0.245,1.000
0.197,0.190,0.188,1.000
0.228,0.194,0.166,1.000
0.078,0.161,0.276,1.000
-0.034,-0.054,0.018,0.000
0.271,0.243,0.245,1.000
0.091,0.101,-0.039,0.000
-0.056,-0.045,-0.028,0.000
0.271,0.240,0.172,1.000
0.232,0.239,0.122,1.000
0.208,0.145,0.137,1.000
-0.074,0.021,0.036,0.000
0.067,-0.056,-0.016,0.000
-0.024,0.015,0.023,0.000
0.135,0.230,0.156,1.000
0.259,0.193,0.140,1.000
0.124,0.215,0.202,1.000
0.204,0.217,0.147,1.000
-0.002,0.070,0.017,0.000
-0.029,-0.079,0.002,0.000
-0.052,0.039,-0.006,0.000
0.218,0.202,0.200,1.000
0.195,0.228,0.193,1.000
0.370,0.155,0.289,1.000
0.311,0.190,0.100,1.000
0.023,-0.045,0.004,0.000
0.278,0.174,0.168,1.000
0.201,0.169,0.199,1.000
-0.005,-0.024,-0.011,0.000
-0.001,0.031,-0.018,0.000
0.420,0.249,0.229,1.000
0.105,0.185,0.195,1.000
0.116,0.208,0.243,1.000
0.192,0.205,0.143,1.000
0.310,0.260,0.191,1.000
-0.096,0.041,0.000,0.000
0.261,0.179,0.228,1.000
-0.011,0.180,0.071,1.000
0.225,0.240,0.222,1.000
0.079,0.148,0.119,1.000
0.010,-0.032,0.106,0.000
0.060,0.051,0.031,0.000
-0.009,0.020,0.057,0.000
0.087,0.212,0.250,1.000
-0.082,0.090,-0.135,0.000
0.080,-0.051,0.004,0.000
-0.033,0.104,0.040,0.000
0.373,0.197,0.235,1.000
0.061,-0.029,-0.041,0.000
0.298,0.204,0.182,1.000
0.093,-0.092,0.039,0.000
0.062,0.148,0.286,1.000
-0.004,-0.087,0.038,0.000
0.063,0.185,0.166,1.000
0.157,0.161,0.168,1.000
0.217,0.154,0.179,1.000
0.196,0.140,0.192,1.000
-0.010,-0.051,0.006,0.000
0.137,0.228,0.254,1.000
0.165,0.138,0.187,1.000
0.065,0.051,0.031,0.000
0.053,-0.048,0.026,0.000
0.219,0.205,0.191,1.000
0.003,-0.088,-0.024,0.000
0.011,0.064,0.020,0.000
0.028,-0.065,0.029,0.000
0.280,0.178,0.133,1.000
0.307,0.265,0.290,1.000
-0.007,-0.026,-0.002,0.000
0.326,0.209,0.228,1.000
0.025,0.010,-0.123,0.000
0.195,0.172,0.163,1.000
-0.079,-0.011,0.017,0.000
-0.030,-0.008,-0.058,0.000
0.005,-0.098,-0.030,0.000
0.096,0.154,0.191,1.000
0.024,0.010,-0.015,0.000
0.014,0.024,-0.014,0.000
0.185,0.180,0.204,1.000
0.336,0.172,0.220,1.000
0.177,0.256,0.313,1.000
0.368,0.279,0.143,1.000
-0.098,0.033,-0.014,0.000
0.341,0.177,0.202,1.000
-0.010,0.072,0.003,0.000
0.257,0.206,0.243,1.000
0.165,0.318,0.084,1.000
0.011,0.050,-0.048,0.000
0.183,0.196,0.208,1.000
0.184,0.304,0.230,1.000
0.050,0.057,-0.001,0.000
0.088,0.003,-0.005,0.000
0.286,0.241,0.188,1.000
-0.008,0.030,0.061,0.000
0.062,0.043,0.020,0.000
0.440,0.218,0.186,1.000
-0.015,-0.016,-0.006,0.000
0.193,0.155,0.183,1.000
0.008,0.063,-0.005,0.000
-0.044,0.074,-0.013,0.000
-0.009,0.022,-0.076,0.000
0.263,0.153,0.170,1.000
0.204,0.205,0.245,1.000
0.281,0.207,0.241,1.000
0.318,0.255,0.226,1.000
0.127,0.129,0.179,1.000
-0.032,0.016,-0.083,0.000
0.068,0.042,0.077,0.000
0.056,-0.016,0.021,0.000
-0.018,0.028,-0.029,0.000
-0.008,0.063,0.064,0.000
0.028,-0.053,-0.008,0.000
0.224,0.232,0.216,1.000
0.205,0.204,0.177,1.000
0.267,0.231,0.166,1.000
0.019,0.085,-0.047,0.000
0.219,0.145,0.203,1.000
-0.054,0.035,-0.095,0.000
-0.001,-0.009,-0.055,0.000
-0.016,0.005,-0.100,0.000
-0.045,-0.039,-0.026,0.000
0.084,0.267,0.127,1.000
0.069,-0.052,-0.071,0.000
0.243,0.142,0.207,1.000
-0.040,-0.057,-0.057,0.000
0.024,-0.043,-0.062,0.000
-0.002,-0.083,-0.025,0.000
0.113,0.215,0.154,1.000
0.210,0.251,0.190,1.000
0.170,0.304,0.162,1.000
0.266,0.203,0.276,1.000
0.307,0.205,0.233,1.000
0.182,0.224,0.175,1.000
-0.077,-0.004,0.064,0.000
0.170,0.270,0.252,1.000
0.135,0.190,0.163,1.000
0.047,0.203,0.236,1.000
0.013,0.058,-0.037,0.000
-0.005,-0.031,0.054,0.000
0.275,0.158,0.258,1.000
0.309,0.199,0.206,1.000
0.058,0.019,0.048,0.000
-0.075,-0.002,0.045,0.000
0.246,0.151,0.248,1.000
0.042,0.007,-0.025,0.000
0.070,0.246,0.217,1.000
-0.007,0.005,0.057,0.000
-0.012,-0.011,-0.037,0.000
0.027,-0.047,-0.099,0.000
-0.030,0.003,-0.075,0.000
0.227,0.184,0.209,1.000
-0.081,-0.040,0.042,0.000
-0.033,0.051,-0.058,0.000
0.329,0.204,0.172,1.000
0.088,0.191,0.177,1.000
0.075,-0.068,-0.016,0.000
0.096,0.167,0.294,1.000
-0.027,-0.025,0.032,0.000
0.419,0.228,0.187,1.000
-0.031,0.098,0.018,0.000
0.049,0.048,-0.004,0.000
0.250,0.237,0.279,1.000
0.026,0.013,-0.035,0.000
0.024,-0.027,-0.004,0.000
0.038,0.008,-0.056,0.000
0.078,0.101,0.227,1.000
-0.012,0.194,0.244,1.000
-0.057,-0.013,-0.024,0.000
0.003,-0.018,-0.055,0.000
-0.000,0.062,0.038,0.000
0.388,0.272,0.239,1.000
0.074,0.049,0.029,0.000
0.025,0.247,0.189,1.000
0.215,0.188,0.239,1.000
0.018,0.059,0.036,0.000
-0.070,0.018,0.076,0.000
0.099,0.143,0.166,1.000
0.014,0.175,0.218,1.000
0.237,0.193,0.255,1.000
0.128,0.194,0.237,1.000
0.196,0.113,0.245,1.000
0.134,0.200,0.177,1.000
0.061,0.038,-0.011,0.000
0.044,0.026,0.007,0.000
0.097,0.134,0.278,1.000
0.137,0.231,0.145,1.000
-0.085,-0.075,-0.024,0.000
0.139,0.134,0.211,1.000
0.441,0.184,0.143,1.000
0.250,0.179,0.251,1.000
0.148,0.205,0.247,1.000
0.089,0.020,-0.043,0.000
0.291,0.216,0.228,1.000
0.139,0.131,0.253,1.000
-0.032,0.058,-0.030,0.000
-0.056,0.005,0.031,0.000
0.242,0.233,0.162,1.000
0.247,0.176,0.149,1.000
0.181,0.176,0.220,1.000
0.034,-0.035,-0.066,0.000
0.298,0.148,0.246,1.000
0.203,0.169,0.193,1.000
0.158,0.277,0.183,1.000
-0.074,-0.029,0.020,0.000
-0.007,0.026,-0.047,0.000
0.210,0.128,0.232,1.000
0.230,0.183,0.192,1.000
0.177,0.215,0.284,1.000
-0.007,-0.034,0.022,0.000
0.184,0.109,0.188,1.000
0.038,0.045,-0.029,0.000
0.131,0.211,0.175,1.000
0.211,0.167,0.222,1.000
-0.114,-0.097,0.118,0.000
0.223,0.238,0.209,1.000
0.037,-0.015,-0.057,0.000
0.017,0.009,0.005,0.000
0.198,0.143,0.155,1.000
0.151,0.168,0.182,1.000
-0.046,-0.047,-0.034,0.000
-0.044,0.045,0.042,0.000
-0.050,0.019,-0.071,0.000
0.045,0.019,-0.017,0.000
0.032,0.015,-0.084,0.000
0.275,0.259,0.271,1.000
-0.074,0.014,-0.026,0.000
0.212,0.252,0.167,1.000
0.040,-0.005,0.016,0.000
0.230,0.267,0.170,1.000
0.190,0.177,0.189,1.000
0.178,0.183,0.236,1.000
0.048,-0.119,-0.010,0.000
0.253,0.179,0.201,1.000
-0.011,0.060,-0.054,0.000
0.226,0.256,0.166,1.000
0.209,0.171,0.158,1.000
0.421,0.236,0.189,1.000
-0.029,-0.018,0.024,0.000
0.169,0.158,0.136,1.000
-0.077,-0.068,-0.009,0.000
0.255,0.256,0.235,1.000
0.043,0.130,0.192,1.000
-0.027,-0.001,-0.112,0.000
0.227,0.229,0.260,1.000
0.142,0.166,0.227,1.000
0.179,0.237,0.175,1.000
0.008,-0.001,-0.036,0.000
0.214,0.190,0.211,1.000
0.002,-0.030,0.018,0.000
0.342,0.183,0.245,1.000
0.033,-0.032,0.029,0.000
-0.007,0.001,-0.017,0.000
-0.045,0.142,0.098,1.000
-0.014,0.119,0.007,0.000
0.037,-0.112,0.010,0.000
0.059,-0.011,0.008,0.000
0.490,0.286,0.230,1.000
0.285,0.249,0.164,1.000
0.105,0.180,0.135,1.000
-0.033,-0.086,0.007,0.000
0.260,0.141,0.256,1.000
0.176,0.170,0.145,1.000
-0.011,-0.003,-0.043,0.000
-0.012,-0.023,0.015,0.000
0.122,0.217,0.219,1.000
0.304,0.161,0.201,1.000
0.319,0.109,0.164,1.000
-0.033,-0.038,0.022,0.000
-0.013,-0.013,-0.079,0.000
-0.000,0.015,0.038,0.000
0.183,0.230,0.228,1.000
0.207,0.188,0.165,1.000
0.027,-0.032,-0.048,0.000
0.212,0.167,0.169,1.000
0.223,0.215,0.250,1.000
0.175,0.193,0.213,1.000
0.114,0.148,0.228,1.000
0.061,-0.003,0.035,0.000
0.244,0.187,0.250,1.000
0.001,0.033,-0.050,0.000
0.008,-0.039,0.021,0.000
0.174,0.194,0.186,1.000
0.389,0.230,0.293,1.000
0.357,0.235,0.204,1.000
-0.042,0.001,-0.024,0.000
0.068,-0.008,0.022,0.000
0.259,0.179,0.269,1.000
-0.002,-0.052,-0.008,0.000
-0.045,0.011,-0.003,0.000
0.139,0.148,0.248,1.000
0.273,0.161,0.170,1.000
0.202,0.170,0.103,1.000
0.071,0.255,0.271,1.000
0.233,0.135,0.122,1.000
0.228,0.306,0.165,1.000
-0.024,-0.006,0.017,0.000
-0.023,-0.009,-0.054,0.000
0.192,0.170,0.183,1.000
0.128,0.218,0.245,1.000
-0.030,-0.066,0.046,0.000
-0.043,0.162,0.015,0.000
0.015,-0.005,-0.094,0.000
-0.028,0.040,-0.037,0.000
0.173,0.233,0.260,1.000
0.118,0.266,0.169,1.000
0.016,-0.078,0.048,0.000
0.194,0.175,0.110,1.000
0.022,-0.058,0.037,0.000
0.338,0.246,0.170,1.000
0.155,0.287,0.270,1.000
0.220,0.289,0.215,1.000
0.019,0.087,-0.075,0.000
0.268,0.319,0.274,1.000
-0.025,-0.061,0.045,0.000
-0.002,-0.070,0.108,0.000
0.123,0.132,0.232,1.000
-0.029,0.010,-0.023,0.000
0.155,0.204,0.272,1.000
-0.022,-0.050,0.033,0.000
-0.013,-0.028,-0.006,0.000
0.273,0.141,0.167,1.000
0.303,0.130,0.299,1.000
0.052,0.043,0.008,0.000
-0.035,0.193,0.222,1.000
-0.041,-0.020,-0.073,0.000
0.058,0.037,0.093,0.000
0.052,0.173,0.132,1.000
0.201,0.140,0.191,1.000
0.240,0.237,0.181,1.000
0.053,0.262,0.161,1.000
-0.006,-0.028,-0.002,0.000
0.144,0.256,0.142,1.000
0.027,-0.024,-0.067,0.000
0.040,0.025,-0.040,0.000
-0.046,-0.114,-0.033,0.000
0.323,0.218,0.179,1.000
0.087,0.227,0.190,1.000
0.254,0.202,0.210,1.000
0.133,0.136,0.191,1.000
0.004,-0.070,0.092,0.000
0.381,0.114,0.229,1.000
0.013,-0.062,0.009,0.000
-0.037,0.028,-0.005,0.000
0.036,0.037,0.012,0.000
0.038,-0.000,0.128,0.000
0.198,0.176,0.191,1.000
-0.027,0.038,0.022,0.000
0.001,-0.023,0.012,0.000
0.211,0.255,0.245,1.000
0.024,-0.041,0.027,0.000
-0.073,0.063,0.002,0.000
-0.003,0.052,-0.020,0.000
0.184,0.142,0.223,1.000
0.018,-0.009,0.026,0.000
-0.007,0.223,0.208,1.000
0.328,0.175,0.147,1.000
0.248,0.202,0.118,1.000
0.047,0.042,0.088,0.000
0.004,0.046,0.031,0.000
0.203,0.171,0.123,1.000
0.055,0.047,-0.037,0.000
0.471,0.156,0.177,1.000
0.039,-0.090,0.004,0.000
0.033,0.043,0.054,0.000
-0.054,0.014,0.047,0.000
-0.014,0.010,-0.025,0.000
0.293,0.238,0.207,1.000
0.075,0.189,0.151,1.000
0.116,-0.062,0.054,0.000
-0.052,-0.065,0.043,0.000
0.151,0.231,0.241,1.000
0.181,0.245,0.201,1.000
0.231,0.262,0.229,1.000
0.037,-0.049,-0.024,0.000
-0.013,0.143,0.100,1.000
-0.015,-0.010,-0.049,0.000
-0.004,-0.012,0.043,0.000
0.086,-0.047,-0.070,0.000
0.084,0.084,-0.032,0.000
0.322,0.247,0.179,1.000
0.108,0.154,0.203,1.000
-0.073,0.074,0.085,0.000
0.036,0.058,0.014,0.000
-0.073,-0.027,-0.068,0.000
0.036,0.060,0.008,0.000
0.212,0.139,0.258,1.000
0.013,0.082,0.005,0.000
-0.017,-0.043,-0.029,0.000
0.085,0.146,0.106,1.000
0.097,0.148,0.194,1.000
0.132,0.197,0.239,1.000
0.178,0.127,0.136,1.000
-0.009,0.047,-0.072,0.000
-0.061,0.066,0.053,0.000
0.006,0.031,-0.048,0.000
0.009,0.043,0.004,0.000
-0.000,-0.021,0.089,0.000
0.170,0.275,0.219,1.000
0.256,0.221,0.199,1.000
0.044,0.023,0.062,0.000
0.030,0.206,0.060,1.000
-0.011,0.005,0.013,0.000
-0.049,0.033,-0.137,0.000
0.069,-0.034,-0.042,0.000
-0.019,0.017,-0.005,0.000
0.136,0.207,0.205,1.000
0.034,-0.023,-0.048,0.000
0.326,0.252,0.221,1.000
0.046,-0.048,-0.047,0.000
-0.048,0.015,0.003,0.000
0.198,0.342,0.204,1.000
-0.032,-0.026,-0.031,0.000
0.272,0.161,0.231,1.000
0.233,0.318,0.172,1.000
0.013,0.072,0.005,0.000
0.320,0.196,0.213,1.000
0.024,0.061,-0.036,0.000
0.280,0.216,0.102,1.000
0.092,0.006,0.070,0.000
-0.068,-0.007,-0.035,0.000
-0.026,0.044,0.006,0.000
0.009,-0.031,-0.027,0.000
0.165,0.221,0.246,1.000
0.048,0.234,0.148,1.000
0.066,0.170,0.270,1.000
-0.016,-0.030,-0.006,0.000
0.107,0.161,0.210,1.000
0.092,0.021,-0.065,0.000
-0.007,0.061,0.035,0.000
-0.020,0.084,-0.024,0.000
0.128,0.186,0.141,1.000
0.170,0.280,0.126,1.000
0.282,0.270,0.258,1.000
0.134,0.257,0.098,1.000
0.162,0.202,0.198,1.000
0.030,-0.042,0.010,0.000
-0.083,-0.055,0.003,0.000
0.188,0.168,0.182,1.000
0.220,0.317,0.205,1.000
0.044,0.072,-0.107,0.000
-0.004,0.108,-0.051,0.000
-0.032,-0.049,0.012,0.000
0.171,0.298,0.197,1.000
-0.070,0.028,0.058,0.000
0.140,0.211,0.134,1.000
0.030,-0.014,-0.003,0.000
0.312,0.110,0.136,1.000
0.242,0.209,0.128,1.000
-0.023,-0.050,0.018,0.000
0.000,0.105,0.022,0.000
0.125,0.232,0.196,1.000
0.078,0.210,0.208,1.000
-0.032,-0.008,-0.014,0.000
-0.033,0.026,-0.031,0.000
0.194,0.186,0.112,1.000
0.247,0.236,0.251,1.000
-0.045,-0.066,-0.038,0.000
0.346,0.241,0.222,1.000
0.051,0.046,0.016,0.000
0.009,-0.028,-0.028,0.000
-0.039,-0.003,-0.023,0.000
-0.016,-0.109,0.026,0.000
0.283,0.138,0.199,1.000
0.258,0.215,0.282,1.000
0.013,-0.031,-0.057,0.000
0.183,0.210,0.255,1.000
0.016,-0.085,0.025,0.000
0.231,0.157,0.250,1.000
0.012,-0.122,0.067,0.000
0.264,0.133,0.171,1.000
0.017,0.023,0.046,0.000
0.000,0.177,0.194,1.000
0.229,0.150,0.209,1.000
0.076,0.025,-0.033,0.000
0.291,0.218,0.189,1.000
-0.021,0.120,0.267,1.000
-0.015,-0.014,0.022,0.000
0.003,-0.072,-0.012,0.000
0.201,0.256,0.144,1.000
0.018,0.053,-0.019,0.000
-0.000,0.178,0.224,1.000
0.078,0.185,0.234,1.000
-0.034,-0.035,0.074,0.000
-0.008,-0.031,0.045,0.000
0.090,0.274,0.200,1.000
-0.000,0.048,-0.082,0.000
0.028,0.023,-0.014,0.000
0.166,0.179,0.157,1.000
-0.016,0.021,0.072,0.000
0.204,0.218,0.177,1.000
0.073,0.212,0.210,1.000
0.059,-0.007,0.076,0.000
0.008,-0.022,0.050,0.000
0.276,0.138,0.290,1.000
0.022,0.147,0.206,1.000
-0.001,0.089,0.038,0.000
0.025,0.029,-0.057,0.000
0.078,0.209,0.177,1.000
-0.024,0.035,0.036,0.000
0.006,0.005,-0.087,0.000
0.203,0.205,0.165,1.000
0.025,0.022,0.003,0.000
0.016,-0.068,-0.066,0.000
0.067,-0.041,0.077,0.000
0.203,0.234,0.150,1.000
0.087,-0.026,-0.021,0.000
0.143,0.182,0.107,1.000
-0.004,-0.031,-0.008,0.000
0.039,-0.037,0.042,0.000
0.009,0.003,-0.032,0.000
0.038,-0.001,0.022,0.000
0.051,0.051,0.034,0.000
-0.072,-0.015,-0.012,0.000
-0.031,0.130,0.125,1.000
-0.047,0.075,0.019,0.000
0.405,0.115,0.145,1.000
0.127,0.140,0.220,1.000
0.319,0.192,0.195,1.000
0.038,0.056,-0.034,0.000
0.189,0.179,0.283,1.000
0.229,0.181,0.194,1.000
0.385,0.183,0.137,1.000
-0.001,0.190,0.215,1.000
0.089,0.225,0.179,1.000
-0.040,-0.016,0.028,0.000
0.035,-0.103,0.026,0.000
0.244,0.232,0.229,1.000
0.353,0.158,0.252,1.000
-0.009,0.025,0.037,0.000
0.283,0.148,0.203,1.000
0.312,0.218,0.121,1.000
-0.045,0.116,0.057,0.000
0.010,0.051,0.004,0.000
-0.011,0.151,0.228,1.000
0.028,0.049,0.003,0.000
-0.052,0.058,-0.020,0.000
-0.057,-0.047,-0.021,0.000
0.121,0.194,0.191,1.000
0.188,0.176,0.125,1.000
0.179,0.242,0.138,1.000
-0.004,0.008,0.005,0.000
0.275,0.282,0.227,1.000
-0.066,-0.019,-0.001,0.000
0.045,-0.060,-0.065,0.000
0.001,0.050,-0.039,0.000
-0.006,0.065,0.034,0.000
0.206,0.161,0.230,1.000
0.116,0.148,0.194,1.000
0.219,0.182,0.125,1.000
0.007,-0.029,0.050,0.000
0.019,-0.027,-0.043,0.000
0.040,-0.090,0.026,0.000
0.128,0.168,0.180,1.000
0.006,0.138,-0.087,0.000
0.150,0.260,0.141,1.000
0.044,-0.046,0.032,0.000
0.208,0.182,0.093,1.000
-0.052,0.333,0.226,1.000
0.102,0.015,0.055,0.000
0.131,0.002,0.022,0.000
0.023,0.026,-0.064,0.000
0.289,0.226,0.133,1.000
0.304,0.183,0.156,1.000
0.023,0.074,0.063,0.000
0.290,0.170,0.369,1.000
0.016,-0.002,-0.032,0.000
-0.009,0.040,0.002,0.000
0.132,0.208,0.215,1.000
0.043,0.060,0.017,0.000
0.081,-0.029,-0.065,0.000
0.054,-0.076,0.051,0.000
-0.012,-0.079,-0.002,0.000
0.011,-0.014,0.034,0.000
0.192,0.153,0.211,1.000
0.245,0.204,0.209,1.000
0.133,0.224,0.162,1.000
0.086,0.216,0.191,1.000
-0.029,-0.005,0.036,0.000
0.175,0.183,0.182,1.000
0.042,-0.031,0.016,0.000
0.032,-0.009,-0.048,0.000
0.177,0.240,0.322,1.000
0.022,-0.025,0.014,0.000
-0.023,-0.144,0.051,0.000
0.006,-0.019,0.006,0.000
-0.005,-0.060,-0.033,0.000
0.017,0.096,-0.087,0.000
0.160,0.177,0.174,1.000
0.001,0.267,0.227,1.000
-0.035,0.049,0.031,0.000
0.007,-0.034,-0.036,0.000
0.059,0.191,0.147,1.000
0.180,0.192,0.251,1.000
-0.001,0.027,-0.018,0.000
0.054,-0.006,0.048,0.000
0.032,-0.030,0.040,0.000
-0.050,-0.006,-0.094,0.000
0.031,0.075,0.145,1.000
0.193,0.096,0.270,1.000
0.076,0.032,-0.054,0.000
0.263,0.179,0.140,1.000
0.264,0.184,0.296,1.000
0.018,-0.050,-0.053,0.000
0.037,0.008,-0.060,0.000
0.159,0.250,0.174,1.000
0.220,0.233,0.255,1.000
0.200,0.241,0.268,1.000
0.015,-0.004,0.021,0.000
0.269,0.253,0.275,1.000
-0.009,0.033,-0.003,0.000
0.132,0.219,0.231,1.000
0.189,0.280,0.195,1.000
0.009,-0.055,0.005,0.000
0.296,0.202,0.249,1.000
0.226,0.249,0.123,1.000
0.348,0.106,0.161,1.000
0.109,0.214,0.130,1.000
0.008,-0.007,-0.004,0.000
0.044,-0.065,0.021,0.000
0.275,0.155,0.225,1.000
0.088,-0.023,-0.043,0.000
0.293,0.340,0.122,1.000
0.152,0.113,0.165,1.000
0.178,0.209,0.216,1.000
0.206,0.157,0.264,1.000
0.025,0.038,0.081,0.000
0.086,0.036,0.029,0.000
0.188,0.238,0.180,1.000
0.208,0.169,0.171,1.000
-0.019,0.086,-0.076,0.000
-0.080,0.013,-0.069,0.000
0.108,0.080,0.003,0.000
0.110,0.218,0.205,1.000
0.303,0.272,0.187,1.000
0.110,0.157,0.211,1.000
0.034,-0.020,0.025,0.000
0.182,0.161,0.259,1.000
0.201,0.200,0.160,1.000
0.257,0.208,0.276,1.000
0.121,0.141,0.174,1.000
0.285,0.222,0.154,1.000
0.006,-0.027,0.009,0.000
0.074,-0.094,0.075,0.000
0.361,0.205,0.161,1.000
0.267,0.212,0.160,1.000
-0.028,0.024,-0.007,0.000
0.061,0.070,-0.040,0.000
-0.119,0.088,-0.014,0.000
0.134,0.189,0.133,1.000
0.013,0.020,0.076,0.000
0.027,0.066,-0.080,0.000
0.266,0.207,0.203,1.000
0.026,-0.037,0.071,0.000
-0.003,0.001,-0.035,0.000
0.066,0.172,0.319,1.000
0.033,-0.008,0.048,0.000
-0.091,-0.039,0.049,0.000
0.446,0.115,0.182,1.000
0.004,0.177,0.151,1.000
0.187,0.182,0.216,1.000
-0.013,-0.041,0.031,0.000
-0.007,0.012,0.040,0.000
0.044,0.273,0.211,1.000
0.022,0.187,0.216,1.000
0.023,0.050,0.072,0.000
0.124,0.133,0.228,1.000
-0.036,-0.020,0.004,0.000
0.154,0.178,0.069,1.000
-0.057,-0.009,0.010,0.000
0.043,-0.058,-0.014,0.000
0.076,-0.114,-0.028,0.000
0.265,0.201,0.117,1.000
0.369,0.241,0.152,1.000
-0.000,0.142,0.160,1.000
0.121,0.196,0.221,1.000
0.078,0.002,0.053,0.000
0.038,-0.030,0.023,0.000
0.061,-0.003,0.089,0.000
0.232,0.179,0.246,1.000
-0.058,0.033,0.011,0.000
